statefips,state,state_name,total,top_01,top_05,top_10,top_25,top_50,top_75,agi_01,agi_05,agi_10,agi_25,agi_50,agi_75,total_agi,sum_agi_01,sum_agi_05,sum_agi_10,sum_agi_25,sum_agi_50,sum_agi_75,total_sal_num,total_sal_amt,num_sal_01,sum_sal_01,num_sal_05,sum_sal_05,num_sal_10,sum_sal_10,num_sal_25,sum_sal_25,num_sal_50,sum_sal_50,num_sal_75,sum_sal_75,total_int_num,total_int_amt,num_int_01,sum_int_01,num_int_05,sum_int_05,num_int_10,sum_int_10,num_int_25,sum_int_25,num_int_50,sum_int_50,num_int_75,sum_int_75,total_div_num,total_div_amt,num_div_01,sum_div_01,num_div_05,sum_div_05,num_div_10,sum_div_10,num_div_25,sum_div_25,num_div_50,sum_div_50,num_div_75,sum_div_75,total_businc_num,total_businc_amt,num_businc_01,sum_businc_01,num_businc_05,sum_businc_05,num_businc_10,sum_businc_10,num_businc_25,sum_businc_25,num_businc_50,sum_businc_50,num_businc_75,sum_businc_75,total_cpgain_num,total_cpgain_amt,num_cpgain_01,sum_cpgain_01,num_cpgain_05,sum_cpgain_05,num_cpgain_10,sum_cpgain_10,num_cpgain_25,sum_cpgain_25,num_cpgain_50,sum_cpgain_50,num_cpgain_75,sum_cpgain_75,total_iradist_num,total_iradist_amt,num_iradist_01,sum_iradist_01,num_iradist_05,sum_iradist_05,num_iradist_10,sum_iradist_10,num_iradist_25,sum_iradist_25,num_iradist_50,sum_iradist_50,num_iradist_75,sum_iradist_75,total_pension_num,total_pension_amt,num_pension_01,sum_pension_01,num_pension_05,sum_pension_05,num_pension_10,sum_pension_10,num_pension_25,sum_pension_25,num_pension_50,sum_pension_50,num_pension_75,sum_pension_75,total_scorp_num,total_scorp_amt,num_scorp_01,sum_scorp_01,num_scorp_05,sum_scorp_05,num_scorp_10,sum_scorp_10,num_scorp_25,sum_scorp_25,num_scorp_50,sum_scorp_50,num_scorp_75,sum_scorp_75,total_tax,sum_tax_01,sum_tax_05,sum_tax_10,sum_tax_25,sum_tax_50,sum_tax_75
12,FL,Florida,9881728,98817.00,494086.00,988173.0,2470432.00,4940864.0,7411296.00,579565.73,207997.65,140858,77361,38174,19176,805880904,215399032,338627302,421847889,574769492,709931159,779225020,7742225,460934591,76681,54566028,391777,123131365,785992,175861482,1962079,278778823,4027290,383164483,6118860,441750974,2614584,14631296,92728,8140726,392612,10465262,689234,11494208,1350330,12960882,1963411,13887788,2292047,14306039,1758713,32655194,81184,17603467,326082,24196165,549159,26796952,1001083,29953680,1384681,31649205,1581629,32252084,2225755,21075763,26345,3825797,115126,7599090,211086,9442983,472894,12265750,886142,14773116,1383658,16697900,1592684,91658612,85000,73058743,329663,83422038,538312,86692482,939421,89872871,1270799,91190219,1437664,91539462,1136149,27661311,24064,2349504,129271,9079935,252520,13945643,558106,21303563,831847,25230335,985708,26760451,1933407,55853486,22354,1667277,140355,9451335,312102,18546722,799425,36965497,1321092,49164683,1646250,53717020,815939,69688235,71092,45876877,218308,59330671,315299,63025315,485378,66779148,640454,68875568,737423,69578935,111054997,54348240,75658451,86293944,100429909,108802436,110913609
13,GA,Georgia,4396791,43968.00,219840.00,439679.0,1099198.00,2198396.0,3297593.00,500496.7,207443,144023,80269,39481,19343,324518437,58787464,110571765,148071794,218217634,280722325,312277823,3681815,228812633,38295,23343909,196368,59318605,391132,87132438,961618,140188687,1921284,191286831,2878417,219100577,1052237,2821192,40703,1197908,170302,1678921,296408,1937811,572143,2340196,821635,2615646,946751,2734903,672638,7341672,35881,3385774,143083,4968460,236362,5679830,414443,6589933,556341,7078694,621669,7244664,1039152,7416159,12207,1279087,54929,2822784,104110,3603799,240197,4701613,448125,5484606,678868,5882424,591566,18044075,37066,12570020,139298,15343840,222722,16371779,375075,17432775,493546,17877786,548080,18001106,375343,7747612,7799,462511,40975,2013898,80260,3335567,180692,5586030,275931,6937331,329530,7467330,791162,21622465,7101,444863,48226,2920877,111921,6121082,304138,13224464,529478,18639054,676677,20727044,256731,23022364,27846,15155091,80092,19846592,114267,21124183,171367,22332980,217406,22902991,240867,23033736,39075781,14387311,23021563,27774430,34230153,38101733,39016987
15,HI,Hawaii,666486,6665.00,33324.00,66649.0,166622.00,333243.0,499865.00,415874,197809.75,147384,89931,48052.5,24842,49497587,6327512,13345925,18974982,30361842,41385420,47357785,537629,33158093,5307,2082150,27379,6187017,55597,10022447,138941,18117700,279393,26551923,424983,31576635,246884,439534,6135,144892,27728,212786,51317,254436,109629,328840,175957,389824,212967,415651,137458,1079307,5032,396408,21054,618631,36573,726424,70211,889512,104905,1005661,122432,1049031,110939,1972484,2092,323416,9155,745812,16459,941928,35571,1253434,60528,1558129,80259,1758791,115578,2457017,5160,1455834,20142,1955510,33465,2119434,61432,2311184,89169,2416102,103346,2445889,73945,1453309,1626,110280,8301,413032,15349,632919,33620,1022514,52914,1287449,62661,1384213,142191,4520875,1929,160456,11645,812987,23449,1457554,55460,2805779,93686,3888011,116169,4288113,32171,2237030,3532,1387567,9890,1859141,13725,1997586,20462,2142961,26258,2215294,29348,2233783,5450657,1482622,2572593,3261491,4339852,5145266,5419618
16,ID,Idaho,761641,7616.00,38082.00,76164.0,190410.00,380821.0,571231.00,433833,186079,134371,82742,43953,22587,54923233,8965777,16866801,22802798,34701810,46355995,52551558,622776,34981214,6184,2335284,31869,6831083,64132,10860287,159990,19354168,320316,28172377,482356,33180167,230974,653385,7022,252736,29962,358060,52557,413664,105057,504870,162572,581625,197365,620464,128970,1137754,5380,454089,20989,682533,35026,789804,64790,939714,95027,1054872,112515,1102831,129893,1617810,2004,159718,9487,427443,17909,573563,41334,859166,74449,1197765,99449,1438141,131544,4108292,6113,2600424,23497,3320695,38335,3581740,68289,3871196,98173,4026381,115269,4079806,87144,1621077,1465,93653,7827,394146,15175,640147,34578,1063093,57136,1379488,71872,1527387,155340,4109096,1343,81182,9068,531114,20057,1066076,52875,2291645,95999,3380000,125989,3860522,61390,4709950,5312,2712576,16524,3832890,23943,4151406,37383,4477026,50027,4656291,56700,4709471,5714151,2049148,3217630,3883624,4813776,5463459,5688132
17,IL,Illinois,5647246,56472.00,282362.00,564725.0,1411812.00,2823623.0,4235435.00,568795.55,231419,162693.5,94572,48586,23868,487097364,89795451,164388490,218337452,321867775,418841419,468660651,4683592,332795487,48325,35771306,248868,86951262,497964,126387159,1229554,202810818,2441704,277790002,3664866,319057530,1872404,6781652,53474,3705515,233451,4504646,420480,4955722,876735,5722805,1376068,6323237,1647449,6585825,1233620,13194410,49492,5748612,206586,8457105,353303,9708527,664000,11433788,963682,12559270,1111855,12955251,912183,12145577,14474,1936298,62429,4162206,113296,5306629,249485,7090454,433009,8742005,607700,10139135,1051789,31052313,49417,22377749,196191,26498529,325061,28007364,587004,29751233,833193,30662296,953594,30933295,669091,13952872,10986,835135,59831,3447586,117582,5524631,275286,9366300,455521,12161830,563383,13293976,1152143,34765418,9401,686209,61491,4316858,141153,9171165,391785,20215280,725103,29512352,945193,33037662,368709,27581392,34781,17322467,100287,23189325,143500,24719039,220732,26233889,291982,27158045,337725,27570192,64867340,23549941,36962963,44403823,55138994,62554902,64665146
18,IN,Indiana,2944413,29444.00,147221.00,294441.0,736103.00,1472207.0,2208310.00,402140.6,178371,131877,81554,42849,21488,200723645,28644833,57265600,79551482,124937352,168950438,192298979,2447958,143569452,25949,11256720,131304,30831419,264087,47898494,656453,83095865,1301725,118201058,1938297,137619129,839742,1489182,27128,501374,111310,748994,193316,879311,384396,1101949,590828,1300012,713421,1401599,496138,3557169,23145,1406687,87378,2140451,142078,2472125,257457,2961685,371616,3312368,435492,3455425,406234,5090274,8199,666694,33844,1588537,61055,2080348,133177,2952169,224746,3807965,296355,4397209,428161,8033032,23414,4962603,83203,6331223,130763,6844370,228842,7499363,325347,7869668,378468,7984715,352288,6195500,6082,329195,30812,1447308,58002,2330024,133336,4009176,223500,5263300,283386,5820623,647720,12725288,5188,295020,35176,1724981,74978,3119182,194474,6368193,359736,9678327,487404,11475889,148264,12433610,18376,8613851,49040,10967944,67790,11551739,99700,12128404,126112,12390384,138873,12446761,21348566,6858673,11190526,13759539,17567627,20388957,21278115
19,IA,Iowa,1364917,13649.00,68246.00,136492.0,341229.00,682459.0,1023688.00,404832.92,185605.2,138624,89029,48667,25651,99996415,12989367,26654697,37455718,59950499,82661816,95133843,1140564,68381210,11938,4892528,59653,13452896,119761,21168430,298350,37634737,590543,54636130,884353,64726786,549508,1132864,12970,309914,57954,488274,106214,591617,229181,783788,380371,970328,472989,1063230,301425,1950174,10873,624371,44066,1019234,75131,1222241,143889,1529976,221036,1781098,265206,1884451,198862,2474036,3826,254103,16228,687352,29387,919103,65993,1363408,116155,1864594,151262,2172536,264135,4461672,11075,2453250,42278,3252630,69843,3580315,129588,4013977,195915,4308784,233192,4411557,191666,3170100,3207,167426,15765,683340,29917,1107264,69861,1926692,123012,2635634,157980,2962619,309298,6608005,2895,166341,17559,865536,36992,1594511,97326,3369366,185022,5199293,247553,6084986,95499,5822272,8621,3654703,26204,4893926,37942,5236999,59472,5593119,79072,5772310,88332,5820855,10389691,3064854,5116114,6360818,8240094,9751597,10318430
20,KS,Kansas,1252224,12522.00,62611.00,125222.0,313056.00,626112.0,939168.00,460193.94,197954.55,143276.7,87460,45941,23460.75,95223062,15626309,29376403,39772139,60539002,80598042,91249982,1040216,64221648,10777,5413212,54527,14254237,109559,21704549,272801,37047582,541696,52426982,813033,61234249,450927,1026744,11860,426623,52108,571034,94707,651479,198613,791790,317019,918535,385010,976568,255124,2269589,10208,1008788,40758,1425993,69074,1628738,129782,1925947,192600,2139768,225621,2217510,193447,2813296,4264,397837,17446,953296,31053,1247112,67779,1737584,114888,2225969,148837,2528581,232158,5434034,10410,3514864,39931,4298785,65818,4624108,120318,5043062,176477,5303380,205975,5389977,166531,3107010,2569,142468,14051,691419,27443,1156740,63990,2006758,109009,2660158,136598,2930997,269532,5967117,2225,125303,14988,763587,33177,1498329,88048,3169894,162625,4778947,213818,5522103,80179,6325929,8099,4165588,23993,5489479,34462,5850652,52647,6170130,67718,6310762,74851,6333267,10834656,3808054,5990070,7250785,9053783,10355614,10788251
21,KY,Kentucky,1807092,18071.00,90355.00,180709.0,451773.00,903546.0,1355319.00,381960,170726,125644.9,76560.25,39955,20299,116524130,16606504,33411301,46472905,72842324,98084248,111482556,1512665,81886586,15581,6651340,79051,17793102,159046,27393209,395236,47163543,786188,67005005,1175683,78134020,466527,895525,16210,296719,66264,446535,114975,525757,226258,667883,341755,789296,408869,849724,262659,2481794,13703,1182876,51405,1676280,82916,1886000,146113,2176993,205816,2366321,237175,2435226,281616,3464067,6058,527357,23624,1156631,41654,1465094,88700,1977994,148377,2498396,198072,2890086,228666,4963127,13812,3168449,48541,3973630,75803,4280283,129423,4660367,179737,4862725,206636,4928859,181397,3347449,3820,241793,19142,930838,35715,1426072,78291,2293861,125171,2908097,154627,3186930,393738,9878993,3661,225191,25044,1416558,54804,2711648,140801,5589400,250131,8153079,327277,9322407,89751,5960969,10789,3833817,29616,5121486,40984,5451597,59801,5766646,75570,5921388,83250,5958558,12006476,3949787,6448316,7903614,10015978,11521027,11972533
22,LA,Louisiana,1908060,19081.00,95403.00,190806.0,477015.00,954030.0,1431045.00,417948.23,181194,132074.1,75801,37246,18249,125611785,20021754,39016697,53605138,82113789,107696657,120524906,1598647,87300056,15779,6378731,82794,18658116,168927,29793942,420549,51725516,834359,72351275,1245381,83414835,478648,1121370,17573,473867,72379,665291,125507,757999,247178,916965,366577,1034285,429071,1085524,259154,2335615,14787,998817,53889,1505472,85907,1719783,151731,2036218,209612,2226519,237417,2294012,400030,3876132,7027,825606,28023,1730111,49637,2067143,108325,2614419,188201,2989773,268297,3149110,227804,5469420,14916,3729443,51675,4581263,80075,4869215,137154,5221376,185971,5400914,209204,5450974,169890,3496622,3983,235131,19543,979969,35482,1514894,78903,2510597,124082,3130888,149680,3375142,348619,9056501,3825,263339,25099,1433366,51657,2541584,129151,5129609,229558,7576964,298709,8647983,104732,8930188,13241,6272676,36573,8002188,50177,8404177,73503,8776630,90850,8917124,98899,8944351,13943400,4940450,7868669,9588067,12053174,13585035,13924779
23,ME,Maine,625204,6252.00,31260.00,62520.0,156301.00,312602.0,468903.00,415704.28,183746.85,133610.4,82193,43965,23471,43239637,5730577,12047088,16873346,26589635,36073509,41255007,508625,28943935,5152,2160765,26365,5994540,53386,9343383,134163,16331310,267392,23405873,400258,27544697,261465,409576,5976,119034,27599,190327,51482,230789,111973,296940,182672,355800,223359,384310,122664,1203303,4833,436577,19067,702911,32046,828067,59901,998731,89452,1121645,106342,1169931,106954,1701223,1816,174883,7983,448766,14829,614990,32975,920802,58278,1264794,78057,1497668,106628,2387426,4958,1309159,18885,1799122,30633,1985854,54930,2204816,79752,2328520,93509,2368634,85501,1569878,1469,98192,7671,403328,14607,633618,33087,1037432,55352,1337533,69345,1473093,135560,3334877,1359,79874,8258,445016,17588,836500,45487,1758520,83029,2677835,108632,3103914,36678,2153471,3424,1228215,10166,1754578,14741,1907299,22868,2060900,30103,2135810,33672,2154621,4589582,1328568,2300975,2867739,3703713,4338751,4564261
24,MD,Maryland,2831202,28312.00,141560.00,283120.0,707801.00,1415601.0,2123402.00,541519.9,245247.85,178589.9,104734.75,53469,25535,255003853,40412791,77928241,107227379,164637383,218325151,245583357,2335378,179091679,24235,15020042,125698,40867858,252557,63045721,622869,106875836,1226434,148853670,1842109,171876349,1074064,2188783,27295,796721,126160,1152130,236963,1357008,514609,1724200,821470,2006271,971823,2116388,557578,5467839,23889,2074062,97724,3260735,166970,3850131,312937,4683468,449381,5208156,512007,5375366,574730,7019823,8460,1199545,37904,2769138,69642,3519975,154672,4562515,270861,5335639,378324,5948870,481436,12630334,23891,8474029,92519,10396646,153629,11155040,277960,12031024,391694,12464681,443987,12581979,295091,6241180,6218,388464,31479,1582056,58624,2498487,130943,4242428,214441,5545010,257771,6000324,580499,20021332,5770,451046,38892,2810296,82743,5366030,211018,11345500,385340,17073331,493987,19179765,145279,14652737,17212,10302559,44919,12916582,62399,13585592,93354,14237749,120580,14549221,135249,14650945,33503287,10388105,17003687,21137189,27612122,32094246,33375577
25,MA,Massachusetts,3169490,31695.00,158475.00,316949.0,792373.00,1584745.0,2377118.00,765790.55,298601.65,201983.1,112732,57700,28505,352186622,78364384,133557470,171831476,242510947,306855775,340260526,2644680,234114909,26735,27861310,141059,65887338,285519,95003413,709643,149072925,1391317,197942862,2079590,225287352,1305322,4332385,30747,2077834,141880,2688664,263399,3002235,565088,3529972,927585,3986030,1135611,4184108,804930,10551835,28482,4798987,122988,6902471,214906,7893741,410322,9198938,616180,10067993,719929,10373472,540683,12195033,9157,1705746,43391,4168679,79994,5657391,175130,7923452,295626,9807641,394784,11032324,687153,34166745,28832,25471125,121426,29803795,206252,31407439,373995,33055263,540629,33861708,622232,34088259,394982,8807212,5926,390222,29766,1713117,58486,2929614,142709,5464992,258016,7581160,324320,8338552,603152,16969419,5298,306222,27746,1570733,59905,3155584,175888,7959076,358616,13588342,479855,15877537,176188,21518331,18648,14148255,54238,18616814,77848,19825332,116851,20872363,149326,21377824,165083,21511432,54400329,20734686,31922573,37872444,46437093,52299532,54184015
